tweet_id,tweet_text,c_and_g,category,organization,clean_text
721927420496912384,Visit Exhibition Trn Science Exp–Climate Action Spl  Valsad Stn on 20-22/4/16 https://t.co/BOsAfHm6lP @RailMinIndia https://t.co/fjvLkX9jXk,0,,RailMinIndia,visit exhibition trn science exp–climate action spl valsad stn on 2022416
721927704954601472,@RailMinIndia Sir can you help me . I did payment on confrm tckt but during after payment it became waiting Why? pls https://t.co/i9dwMhSvZR,0,,RailMinIndia,sir can you help me i did payment on confrm tckt but during after payment it became waiting why pls
721928677836136448,Whatever happened today's #DelhiWithOddEven  all must appreciate the effort made by Delhi traffic police in 45-degree heat.@dtptraffic,0,,dtptraffic,whatever happened todays all must appreciate the effort made by delhi traffic police in 45degree heat
721928829619408896,@DelhiPolice Just received call from 7282924174 asking ATM details. Caller dropped after my further interrogation. Pls take necessary action,1,E-CRIME,DelhiPolice,just received call from 7282924174 asking atm details caller dropped after my further interrogation pls take necessary action
721929110243532800,@DelhiPolice shoukd be ashamed of misusong power  doing Challan of genuine people like Mr. Sharad who was coming from Dehradun #OddEven,0,,DelhiPolice,shoukd be ashamed of misusong power doing challan of genuine people like mr sharad who was coming from dehradun
721929396181798913,@dtptraffic Proofs sent on misuse of space behind New Krishna Park for parking of buses. No action taken till today.,1,PARKING,dtptraffic,proofs sent on misuse of space behind new krishna park for parking of buses no action taken till today
721932573719416833,Bhusaval division suffering from financial problems plz solve this issue @sureshpprabhu @RailMinIndia @mumbairailusers @PRO_CRly @GM_CRly,0,,RailMinIndia,bhusaval division suffering from financial problems plz solve this issue
721933539671805952,What @ArvindKejriwal &amp; @DelhiPolice should do is start checking how many cars with CNG stickers actually have CNG kits installed in them.,0,,DelhiPolice,what and should do is start checking how many cars with cng stickers actually have cng kits installed in them
721933856669044736,@sureshpprabhu @drmhowrah @RailMinIndia Plz help me in confirmation of waitlist tatkal PNR12331 going 4 my marriage.I have mailed 2 CCM HWH.,0,,RailMinIndia,plz help me in confirmation of waitlist tatkal pnr12331 going 4 my marriagei have mailed 2 ccm hwh
721934053474066432,@dtptraffic found on narayna towards dhaula kuan today https://t.co/Ay5vTFTk8K,0,,dtptraffic,found on narayna towards dhaula kuan today
721934188056682496,@DelhiPolice Online phishing and banking fraud racket in Delhi NCR region. Victims getting calls from no+919507189743.Complaint no:161230253,1,E-CRIME,DelhiPolice,online phishing and banking fraud racket in delhi ncr region victims getting calls from no919507189743complaint no161230253
721936200831905792,Are VIPs not Exempt ?? @DelhiPolice https://t.co/UiuzY4ZfpB,0,,DelhiPolice,are vips not exempt
721937002640371712,@VijayGoelBJP Totally senseless. @dtptraffic Challan not enuf. Hope his license has been suspended as well. #oddeven https://t.co/H9AOvGjD8X,1,ODD EVEN VIOLATION,dtptraffic,totally senseless challan not enuf hope his license has been suspended as well
721937057317265413,@RailMinIndia #FDDI #iwantvaliddegree #helpus #nationalissue. My career! A  big confusion. @menakadoshi @ravishndtv @narendramodi @PMOIndia,0,,RailMinIndia,my career a big confusion
721938146057981952,@RailMinIndia  I would suggest u 2 begin imposing penalty on unauthorized passengers travelling reserved coaches  this will make the differe,0,,RailMinIndia,i would suggest u 2 begin imposing penalty on unauthorized passengers travelling reserved coaches this will make the differe
721940587138719744,@VijayGoelBJP fined for driving without license  insurance &amp; breaking #OddEven rule. @dtptraffic Have u impounded his vehicle? #VijayGoel,0,,dtptraffic,fined for driving without license insurance and breaking rule have u impounded his vehicle
721940871952732160,Another bad law of parcels booking at @RailMinIndia @sureshpprabhu ji if weight crosses 100 kgs you have to pay for 200Kgs!!! justifying?,0,,RailMinIndia,another bad law of parcels booking at ji if weight crosses 100 kgs you have to pay for 200kgs justifying
721941281627377664,@sureshpprabhu @RailMinIndia @IndianRailUsers @Narendra_IRTS sir I travelled to kathgodam on Saturday and was shocked to find no Indian food,0,,RailMinIndia,sir i travelled to kathgodam on saturday and was shocked to find no indian food
721944242172637184,@ArvindKejriwal @dtptraffic @AapKaGopalRai @rahulkanwal is right https://t.co/3A3JrOMbVh,0,,dtptraffic,is right
721947304752586753,At 11:40 RNC-NDLS at Tilak Bridge  Enqury says it reached NDLS @ 11:05 Y wrong updates? @sureshpprabhu @RailMinIndia https://t.co/m4VZwTHpAy,1,delay,RailMinIndia,at 1140 rncndls at tilak bridge enqury says it reached ndls 1105 y wrong updates
721948262903717888,No license  insurance &amp; breaking of #oddeven rule. Reckless behavior by BJP MP Vijay Goel. @dtptraffic did u do breathanalyzer test? #Drunk,1,ODD EVEN VIOLATION,dtptraffic,no license insurance and breaking of rule reckless behavior by bjp mp vijay goel did u do breathanalyzer test
721951077323550722,@RailMinIndia my parents are travelling in 12296 and my mother's handbag got stolen. Please help them to get FIR done as she lost her phone.,0,,RailMinIndia,my parents are travelling in 12296 and my mothers handbag got stolen please help them to get fir done as she lost her phone
721953311482634240,Totally agree with u @BinHosBin. Shame on u @dtptraffic. #DelhiTrafficPolice is a disgrace. @DelhiPolice #VijayGoel https://t.co/hp0TfK8qWQ,0,,dtptraffic,totally agree with u shame on u is a disgrace
721953799787532288,@dtptraffic massive traffic jam on outer ring road from modi mill flyover towards chirag Delhi and on Okhla ph-1 road ... Pls do something,1,JAM,dtptraffic,massive traffic jam on outer ring road from modi mill flyover towards chirag delhi and on okhla ph1 road pls do something
721957668445761538,@dtptraffic how does the odd-even rule apply for cars crossing delhi? I have to cross Delhi to reach Ggn on 19th but my car number is even.,0,,dtptraffic,how does the oddeven rule apply for cars crossing delhi i have to cross delhi to reach ggn on 19th but my car number is even
721957976395935744,Good job @dtptraffic why should anyone be spared? Exemptions should go #oddeven https://t.co/75jmxICnPT,1,ODD EVEN VIOLATION,dtptraffic,good job why should anyone be spared exemptions should go
721962456596226048,@RailMinIndia Train no 12236  DOJ: 19.04.16 (Tatkal)  want to change boarding point from NDLS to LKO  unable to do so......plz help,0,,RailMinIndia,train no 12236 doj 190416 tatkal want to change boarding point from ndls to lko unable to do soplz help
721963685263118336,@dtptraffic people always consume alcohol at RG bagar rohini sector 11  &amp; perfrom stunt on bike &amp; cars during evening time pls take action,1,SPEEDING,dtptraffic,people always consume alcohol at rg bagar rohini sector 11 and perfrom stunt on bike and cars during evening time pls take action
721964522659971072,@sureshpprabhu @RailMinIndia pl allot extra ac 2 coatch in kushinagar exp for 20 april high waiting and no tatkal because of summer holidays,1,tatkal,RailMinIndia,pl allot extra ac 2 coatch in kushinagar exp for 20 april high waiting and no tatkal because of summer holidays
721967413151944704,@RailMinIndia @sureshpprabhu DACOITY AND LOOT IN TEESTA TORSA EXP   PLS TAKE ACTION https://t.co/OFiFitaZeK,1,violence,RailMinIndia,dacoity and loot in teesta torsa exp pls take action
721968324381433857,Dose the @IncomeTaxIndia  @arunjaitley  do reply for tweets to solve public issues related to their dept @PMOIndia  @narendramodi plz reply,0,,IncomeTaxIndia,dose the do reply for tweets to solve public issues related to their dept plz reply
721978371224256512,@RailMinIndia  @sureshpprabhu  @GM_CRly @RPF_CR_BB  11071 expr disabled coch whetr it rely fr disabled or fr healthy https://t.co/LWdHKtkPYI,0,,RailMinIndia,11071 expr disabled coch whetr it rely fr disabled or fr healthy
721979202405343232,Salute to @DelhiPolice . Great Job Sir https://t.co/IMgI2TRU8L,0,,DelhiPolice,salute to great job sir
721979848223117313,We are safe because of @DelhiPolice which is guarding us day night. Salute. wonderful work as always.  https://t.co/I0UbwPXMRN,0,,DelhiPolice,we are safe because of which is guarding us day night salute wonderful work as always
721982280336543745,@RailMinIndia  100000487340269   sir this is my transaction no of today's morning  for HWH TO BKSC TICKEt Mob- 9431190822,0,,RailMinIndia,100000487340269 sir this is my transaction no of todays morning for hwh to bksc ticket mob 9431190822
721982368333041664,We'd also like to thank @fortis_hospital &amp; @DelhiPolice for their support! #FitnessIsAnAttitude #RunForFun (2/2) https://t.co/hrrIa3sOy0,0,,DelhiPolice,wed also like to thank and for their support 22
721984370555359232,@ArvindKejriwal @msisodia Stucked in Jam from last half an hour @dtptraffic  #OddEvenDobara https://t.co/aMgFreXj2r,1,JAM,dtptraffic,stucked in jam from last half an hour
721985979846889472,@sspnoida @uptrafficpolice @uppolicepr @dtptraffic @CMOfficeUP Metro pillar girderd work completed at sec.37  Now traffic flowing normally,1,JAM,dtptraffic,metro pillar girderd work completed at sec37 now traffic flowing normally
721986546816036865,I salute entire unit of @DelhiPolice who wz involved in cracking down a ruthless case of kidnapping for offering. https://t.co/6rnvgCkag6,0,,DelhiPolice,i salute entire unit of who wz involved in cracking down a ruthless case of kidnapping for offering
721988015455911936,@DelhiPolice in a case of rape  does medical confirmation test happen before FIR?,0,,DelhiPolice,in a case of rape does medical confirmation test happen before fir
721991891802173440,its not job of @DelhiPolice to check kits. Its job of RTO https://t.co/plArSlrAMj,0,,DelhiPolice,its not job of to check kits its job of rto
721993908360712192,@RailMinIndia There was no proper intimation at 10.30pm (Schedule departure of the train). Announcement was made at 11PM (2/3),1,announcement,RailMinIndia,there was no proper intimation at 1030pm schedule departure of the train announcement was made at 11pm 23
721996461563637761,Do not mislead public on pollution control make strong scientific evidence based policy for pollution control @ZeeNews @aajtak @DelhiPolice,0,,DelhiPolice,do not mislead public on pollution control make strong scientific evidence based policy for pollution control
721997592951828480,@DrmSolapur @RailMinIndia #Latur station cleanliness even aftr scarcity of water thanks Solapur div.#SwachhBharat https://t.co/cuRmZrvdUu,0,,RailMinIndia,station cleanliness even aftr scarcity of water thanks solapur div
721998407875825664,@dtptraffic Have my respect  especially to the lady staff for standing for long hours at the crossing.The need of WASH ROOM for her is must,0,,dtptraffic,have my respect especially to the lady staff for standing for long hours at the crossingthe need of wash room for her is must
722004565055377408,@RailMinIndia Request to change in TT of 54303 little bit. DLI 3:10 PM  PNP 5:30 PM- 6:50 PM UMB 9:15 PM.,1,suggestion,RailMinIndia,request to change in tt of 54303 little bit dli 310 pm pnp 530 pm 650 pm umb 915 pm
722006785255550976,#OddEvenDobara  #OddEvenCorruption  @ArvindKejriwal @DelhiPolice @CPDelhi  What action is planned for people using fake CNG stickers ?,1,NO ACTION,DelhiPolice,what action is planned for people using fake cng stickers
722008127122452480,IIM Ahd says Mum-Ahd Bullet train will have to make 100 trips a day to be financially viable. @sureshpprabhu @RailMinIndia @BloombergTVInd,0,,RailMinIndia,iim ahd says mumahd bullet train will have to make 100 trips a day to be financially viable
722010898999730176,Are #hybrid vehicles exempt in #OddEvenDoosra? Where can notification be seen? @dtptraffic @CPDelhi @DelhiPolice @mukteshchander @BhimBassi,0,,dtptraffic,are vehicles exempt in where can notification be seen
722011124468682752,@DelhiPolice Sir I request you to check car with CNG sticker  every second car with CNG sticker is fake. All money gone to AAP delhi govt,1,NO ACTION,DelhiPolice,sir i request you to check car with cng sticker every second car with cng sticker is fake all money gone to aap delhi govt
722015280977678336,@dtptraffic Wht is the punishment if one gets caught driving car without driving license &amp; insurance paper?,0,,dtptraffic,wht is the punishment if one gets caught driving car without driving license and insurance paper
722021203347697668,@RailMinIndia @IRCTC_Ltd PNR-6150862682 Trn:13483 Dt:18-04-2016 Frm FD to DLI Cls:3A P1-B1 9 P2-B1 10 Pillow quality vry poor n no replacmnt,1,coaches,RailMinIndia,pnr6150862682 trn13483 dt18042016 frm fd to dli cls3a p1b1 9 p2b1 10 pillow quality vry poor n no replacmnt
722022529938927616,#deepakmishra will be new additional director general of #CRPF @DelhiPolice @crpfnews @CRPFIGHTERS @Live_Hindustan https://t.co/f6LnPLCqre,0,,DelhiPolice,will be new additional director general of
722022654119518212,Unmanned LC JC-19 bet. PRR-TAO  closed byDiversion for safety of road users.@RailMinIndia @serailwaykol @GMSERAILWAY https://t.co/jHjPFbuQlk,0,,RailMinIndia,unmanned lc jc19 bet prrtao closed bydiversion for safety of road users
722024475227766784,@sureshpprabhu @RailMinIndia Sir  request help to get lower berth. I &amp; wife travelling with 1 month old daughter &amp; 4 yr old. PNR 2863156129,0,,RailMinIndia,sir request help to get lower berth i and wife travelling with 1 month old daughter and 4 yr old pnr 2863156129
722025662597492737,@RailMinIndia i am not able to access my irctc account.i had written the problem to the irctc customer care email on 14th apr but no reply,1,website,RailMinIndia,i am not able to access my irctc accounti had written the problem to the irctc customer care email on 14th apr but no reply
722027764753293313,Today I have learned pollution certificate and cng sticker is not a valid id. Paid a fine of Rs. 2000/-. @dtptraffic please enlighten us.,0,,dtptraffic,today i have learned pollution certificate and cng sticker is not a valid id paid a fine of rs 2000 please enlighten us
722030751391154177,@RailMinIndia @IRCTC_Ltd Booked Ticket in Feb.  Train canceled  no refund till date  no revert on Mail sent to IRCTC https://t.co/08itqbwEqP,1,refund,RailMinIndia,booked ticket in feb train canceled no refund till date no revert on mail sent to irctc
722032540870164481,@RailMinIndia another shameful act by police in railway. @RailMinIndia @nr_forum must act on such incidents. https://t.co/SOdsNORAey,1,corruption,RailMinIndia,another shameful act by police in railway must act on such incidents
722032665164169216,@RailMinIndia this stall in Malda railway station charges Rs 5/- extra as cooling charges for water bottles. https://t.co/LEISHyxsRQ,1,fraud,RailMinIndia,this stall in malda railway station charges rs 5 extra as cooling charges for water bottles
722032998489669632,@sureshpprabhu  @RailMinIndia  sir getting a long delay in getting refunds of rail tickets  on id it's showing refund but not in bank a/c,1,refund,RailMinIndia,sir getting a long delay in getting refunds of rail tickets on id its showing refund but not in bank ac
722035315528056832,@RailMinIndia have question in entire IR is there planted LOTUS at any station?,0,,RailMinIndia,have question in entire ir is there planted lotus at any station
722037694822526980,348 challans till 2pm today; 152 by @dtptraffic and 196 by #DelhiGovt enforcement teams @timesofindia,0,,dtptraffic,348 challans till 2pm today 152 by and 196 by enforcement teams
722041080561082368,@RailMinIndia too many people smoke in long distance trains why aren't CCTV cameras and smoke detectors installed with heavy fine imposed.,1,violence,RailMinIndia,too many people smoke in long distance trains why arent cctv cameras and smoke detectors installed with heavy fine imposed
722044466903719940,@dtptraffic sir there is total jam from Red Cross Road to Jantar Mantar.,1,JAM,dtptraffic,sir there is total jam from red cross road to jantar mantar
722048547206471681,@drmbct Harbor Line trains are continuously running late  at an average of 7/8 minutes every single day. No one is bothered. @RailMinIndia,1,delay,RailMinIndia,harbor line trains are continuously running late at an average of 78 minutes every single day no one is bothered
722049898468671488,@dtptraffic  Good effort by traffic police in controlling vehicles. Will they be doing all this in normal days also without usual corruption,0,,dtptraffic,good effort by traffic police in controlling vehicles will they be doing all this in normal days also without usual corruption
722050004731498500,@ArvindKejriwal @PMOIndia @HMOIndia @DelhiPolice Is there scientific evidence = CNG more safer then diesel#nano-vs-micro particles @ZeeNews,0,,DelhiPolice,is there scientific evidence cng more safer then dieselvsmicro particles
722050649634918400,Today I lost my Wallet while boarding metro (NDLS metro station). I lost my money  atm  .@DelhiPolice @CPDelhi @DelhiMetro_Rail(1/3),0,,DelhiPolice,today i lost my wallet while boarding metro ndls metro station i lost my money atm 13
722050822314438657,Oh yes plz note fans some fans near seat 60 61 62 in coach D4 of train 12061 not working. Plz get it fixed. Thanks @RailMinIndia @DRMbhopal,1,coaches,RailMinIndia,oh yes plz note fans some fans near seat 60 61 62 in coach d4 of train 12061 not working plz get it fixed thanks
722050849938124800,I'd proofs and other important doc. I request to @DelhiPolice as I need only my documents. It's very important for me  @CPDelhi (2/3),0,,DelhiPolice,id proofs and other important doc i request to as i need only my documents its very important for me 23
722051048467070976,I have made complain to @DelhiMetro_Rail and also a online l&amp;f report on @DelhiPolice @CPDelhi   Please help....,0,,DelhiPolice,i have made complain to and also a online landf report on please help
722051277845303297,@sureshpprabhu @RailMinIndia No water supply in s5 coach in13351 pnr  6754237808. Plz take necessary action.,1,coaches,RailMinIndia,no water supply in s5 coach in13351 pnr 6754237808 plz take necessary action
722052350580367360,Dear @DelhiPolice @CPDelhi @DCP_North_Delhi Isn't it inciting riots? Perfect case for IT Act 2000 Section 66F. https://t.co/KbtCN9bPNQ,1,E-CRIME,DelhiPolice,dear isnt it inciting riots perfect case for it act 2000 section 66f
722059140403695620,@RailMinIndia  I want hot milk sir please help me sir pnr 8530047633 birth no.S-13 shit no. 17to 22 Please sir help urgent urgent,0,,RailMinIndia,i want hot milk sir please help me sir pnr 8530047633 birth nos13 shit no 17to 22 please sir help urgent urgent
722061610383196161,@DelhiPolice @DCP_North_Delhi @CPDelhi Could u please let me know the twitter a/c of dcp &amp; acp lodhi colony. I don't know their account.,0,,DelhiPolice,could u please let me know the twitter ac of dcp and acp lodhi colony i dont know their account
722061621367930880,Traveled abt 20 times on Trn 15035/36 in CC. On April13 cleanliness &amp; order was awesome @sureshprabhu @RailMinIndia @srdmecwizn @drm_drmizn,0,,RailMinIndia,traveled abt 20 times on trn 1503536 in cc on april13 cleanliness and order was awesome
722067226631782400,Lajpat to ashram. Packed. People following #OddEven both is the main problem @AamAadmiParty @dtptraffic #OddEven https://t.co/iGhVW1wWE2,1,ODD EVEN VIOLATION,dtptraffic,lajpat to ashram packed people following both is the main problem
722068149416378368,@RailMinIndia  @sureshpprabhu plz. Help me I hav 2 trnfr my tkt isud on my name to my Sisters name  Wer to contct and what's the process ?,0,,RailMinIndia,plz help me i hav 2 trnfr my tkt isud on my name to my sisters name wer to contct and whats the process
722068172979834880,all d best for ur new n great idea of odd even rule in delhi..@ArvindKejriwal @DelhiPolice,0,,DelhiPolice,all d best for ur new n great idea of odd even rule in delhi
722068239455363073,Frm Shivaji stadium metro station to N Block outer circle  auto charges flat Rs.50! #Chor @ArvindKejriwal government! Sheer loot @dtptraffic,0,,dtptraffic,frm shivaji stadium metro station to n block outer circle auto charges flat rs50 government sheer loot
722069406537408512,@dtptraffic heavy traffic at Raja Garden flyover @ArvindKejriwal FYI https://t.co/Riwv22KxiG,1,JAM,dtptraffic,heavy traffic at raja garden flyover fyi
722070837134827520,@dtptraffic jam at new ashok nagar entry bridge near new ashok nagar metro station,1,JAM,dtptraffic,jam at new ashok nagar entry bridge near new ashok nagar metro station
722071902227857409,@sureshpprabhu @RailMinIndia  @drmsecunderabad fine was supposed to be from necklace road to lingnampally not lingamplly to faluknuma 5/n,0,,RailMinIndia,fine was supposed to be from necklace road to lingnampally not lingamplly to faluknuma 5n
722075210267172864,@dtptraffic thanks for the information  https://t.co/hiUKFz5DgC,0,,dtptraffic,thanks for the information
722075392538836992,@DelhiPolice Kalyug the AgeOfFalseness but we hav Beacons of Truth&amp;Sacrifice like Sant #Asaram Bapuji #सत्यमेव_जयते https://t.co/iN1fnQGdNk,0,,DelhiPolice,kalyug the ageoffalseness but we hav beacons of truthandsacrifice like sant bapuji ्यमेवजयते
722079054929592320,@dtptraffic Bus not driving in bus lane and very rash driving in Delhi University at Roop Nagar round about 8:30PM https://t.co/r8AkG4Bv3s,1,SPEEDING,dtptraffic,bus not driving in bus lane and very rash driving in delhi university at roop nagar round about 830pm
722081862638825472,710 challans today @dtptraffic issued 256 challans while govt enforcement teams found 454 violating vehicles #OddEvenDobara @timesofindia,0,,dtptraffic,710 challans today issued 256 challans while govt enforcement teams found 454 violating vehicles
722081965780967424,@DelhiPolice I hv been duped by Uber's driver this evening. @Uber_Support  yet to contact me,0,,DelhiPolice,i hv been duped by ubers driver this evening yet to contact me
722082717182115844,@DelhiPolice #one month #girl is still missing #since #18_march . #no_hope need #strong_action against culprits https://t.co/PL6E7A5cUm,0,,DelhiPolice,month is still missing need against culprits
722083618680492032,@DelhiPolice vehicles parked at road divider at jafrabad police station. https://t.co/MGTETpxF1Z,1,TRAFFIC,DelhiPolice,vehicles parked at road divider at jafrabad police station
722084541557395457,@DelhiPolice main road of Gokal Puri is sold by local police to carts wala  Shameful. No action. Even on 3 calls to PCR   Please wear bangal,1,CORRUPTION,DelhiPolice,main road of gokal puri is sold by local police to carts wala shameful no action even on 3 calls to pcr please wear bangal
722085187614445569,@DelhiPolice one temple is being built at a block opposite agarwal sweets Gokal Puri    Delhi Police staff is supporting this,1,NO ACTION,DelhiPolice,one temple is being built at a block opposite agarwal sweets gokal puri delhi police staff is supporting this
722085226038464512,@ArvindKejriwal @AamAadmiParty SIR WHAT IS THE WAY SO THAT I CAN REGISTER COMPLAINT AGAINST INJUSTICE BEING DONE BY @DelhiPolice,0,,DelhiPolice,sir what is the way so that i can register complaint against injustice being done by
722085420285079552,@DelhiPolice what is the use of tweeter account if there is no action on any compliant.  Better to wear bangels . corrupt delhi police,0,,DelhiPolice,what is the use of tweeter account if there is no action on any compliant better to wear bangels corrupt delhi police
722092027752656897,@RailMinIndia No water in B1 coach of train 18110  need help  we are getting problem  kindly resolve it  we are waiting from last 5 station.,0,,RailMinIndia,no water in b1 coach of train 18110 need help we are getting problem kindly resolve it we are waiting from last 5 station
722092607073980416,@DelhiPolice Someone cheated with me online also doing with others. Need help to catch him I have his pics &amp; contact details also FB ID..,1,FRAUD,DelhiPolice,someone cheated with me online also doing with others need help to catch him i have his pics and contact details also fb id
722094534759477252,Need medical aid. Train No 12456  3AC   Sleepr 55 Coach is B-1:-B Mr Arvind Gupta  Pl help. @sureshpprabhu @RailMinIndia,0,,RailMinIndia,need medical aid train no 12456 3ac sleepr 55 coach is b1b mr arvind gupta pl help
722097078617448448,@RailMinIndia traveling with navjeevan exp bedrolls are not properly packed. Might be used ones. Also no towel/napkin provided. Coach b5 38,1,coaches,RailMinIndia,traveling with navjeevan exp bedrolls are not properly packed might be used ones also no towelnapkin provided coach b5 38
722097793951731712,@sureshpprabhu @RailMinIndia a stall besides  sell #RailNeer but Rs.5/- extra at Rs.20/-,1,fraud,RailMinIndia,a stall besides sell but rs5 extra at rs20
722099781015699456,@DelhiPolice @HMOIndia please look after this habitual abuser &amp; teach him some lesson &amp; social behavior ! https://t.co/vm09PVmMhk,1,E-CRIME,DelhiPolice,please look after this habitual abuser and teach him some lesson and social behavior
722100921552015360,@RailMinIndia @sureshpprabhu Pls ensure security also. Bag snatching incident happnd wid my parents 30/3/2016 night. Lost imp doc and money.,1,violence,RailMinIndia,pls ensure security also bag snatching incident happnd wid my parents 3032016 night lost imp doc and money
722102791280439297,@dtptraffic #reminder no 10. pl improve traffic congestion on guru golwalkar marg from police line to poonth kalan due to encroachment.,1,JAM,dtptraffic,no 10 pl improve traffic congestion on guru golwalkar marg from police line to poonth kalan due to encroachment
722104039068962817,@RailMinIndia PLEASE START A NEW DIRECT TRAIN SERVICE BETWEEN AHMEDABAD &amp; SAINAGAR SHIRDI   THANKS,1,suggestion,RailMinIndia,please start a new direct train service between ahmedabad and sainagar shirdi thanks
722104230488707073,24hrs to my phone being sbatched by bikers @DelhiPolice what are you doing? @ArvindKejriwal please help.,1,CRIME,DelhiPolice,24hrs to my phone being sbatched by bikers what are you doing please help
722110517964189701,Jise Khuda Rakhe Use Kaun Chake.. Secular @DelhiPolice will be able to arrest him?  Why this Rat is hiding in hole? https://t.co/wwwKkorIiK,0,,DelhiPolice,jise khuda rakhe use kaun chake secular will be able to arrest him why this rat is hiding in hole
722110706884218880,@dtptraffic entry of trucks allowed only after 11 pm. But trucks entered well before 11 pm. Mukarba Chowk https://t.co/v2BHKn0Kjf,1,TRUCK ENTRY,dtptraffic,entry of trucks allowed only after 11 pm but trucks entered well before 11 pm mukarba chowk
722111076557582337,@dtptraffic @DelhiPolice @CPDelhi Driver harassment and abusing .I took @ibiboryde from chd-delhi on 16th.Plz read: https://t.co/szTbwfxOVD,1,ABUSE,dtptraffic,driver harassment and abusing i took from chddelhi on 16thplz read
722112475735273472,Mumbai's Lifeline @Central_Railway &amp; @WesternRly Respond 2WaterCrisis https://t.co/lShgDaMUa4 @sureshpprabhu @RailMinIndia @smart_mumbaikar,0,,RailMinIndia,mumbais lifeline and respond 2watercrisis
722112520358526976,@sureshpprabhu  when a person with reserved seat is unable to walk &amp; use bathroom #railwayjourneys @RailMinIndia https://t.co/f7CucpQuCw,1,coaches,RailMinIndia,when a person with reserved seat is unable to walk and use bathroom
722113258551906305,Please increase no. of General coaches in each train for poors of country.@RailMinIndia @sureshpprabhu https://t.co/YN3ViQYfUT,0,,RailMinIndia,please increase no of general coaches in each train for poors of country
722116739203526657,@RailMinIndia @sureshpprabhu the coaches in cheran exp 12674 are horribly dirty today  upper berths in coach S5.My PNR 4419033542 @SalemDRM,1,dirty,RailMinIndia,the coaches in cheran exp 12674 are horribly dirty today upper berths in coach s5my pnr 4419033542
722120044130361346,@RailMinIndia @BhusavalDivn Can somebody get the fan's sound problem corrected in coach B1 of 12106 G CSTM Vidarbha exp? It's torturous.,1,coaches,RailMinIndia,can somebody get the fans sound problem corrected in coach b1 of 12106 g cstm vidarbha exp its torturous
722120530380341248,@dtptraffic Traffic lights on Connaught Place-Minto Road junction aren't working. Nearly impossible for pedestrians to cross. Please help.,1,LIGHT,dtptraffic,traffic lights on connaught placeminto road junction arent working nearly impossible for pedestrians to cross please help
722121199506104320,When silchar(Assam) to agartola (Tripura) train will start @RailMinIndia,0,,RailMinIndia,when silcharassam to agartola tripura train will start
722122718020255745,@sureshpprabhu @RailMinIndia Train 14660 rescheduled to depart after 6 hours.. PNR 2417275109..shouldn't there be a system to inform via sms,1,delay,RailMinIndia,train 14660 rescheduled to depart after 6 hours pnr 2417275109shouldnt there be a system to inform via sms
722130105401643008,@RailMinIndia Till now The problem hav not resolved on Jodhpur railwaystation regarding sanitation.Dissatisfied regarding action,1,platform,RailMinIndia,till now the problem hav not resolved on jodhpur railwaystation regarding sanitationdissatisfied regarding action
722135321048182786,After independence @RailMinIndia got best railway minister @sureshpprabhu under @narendramodi govt ? @myvote_today,0,,RailMinIndia,after independence got best railway minister under govt
722135596819484673,Blame @DelhiPolice and not @ArvindKejriwal . @Chutiya_Policy @RSSvsINDIA @AAPVind @anshBx @A2687 @Jha__Pooja  https://t.co/Yn0W6sC6mw,0,,DelhiPolice,blame and not
722135813757095936,@dtptraffic heavy traffic congestion at shastri park...,1,JAM,dtptraffic,heavy traffic congestion at shastri park
722137254290784256,@rajiv_misra74 @RailMinIndia @drmljn @drmljn the bypass line at GD will help to rglate freights more esily twrds blp without blcng main line,0,,RailMinIndia,the bypass line at gd will help to rglate freights more esily twrds blp without blcng main line
722138576524148736,"@RailMinIndia @sureshpprabhu  ""SEEMANCHAL EXPRESS - 12488"" on 9th April 2016. Please see the image. https://t.co/pyx0g6cbif",0,,RailMinIndia,seemanchal express 12488 on 9th april 2016 please see the image
722140552569835520,Thank You @DelhiPolice to realized that thieves and snatchers are free to drive without helmet and can easily run away too on busy Ring Road,0,,DelhiPolice,thank you to realized that thieves and snatchers are free to drive without helmet and can easily run away too on busy ring road
722141056087642112,Thank You @DelhiPolice also 4realising that you have no system &amp; already given up for catching snachers which is a common crime on RingRoad,0,,DelhiPolice,thank you also 4realising that you have no system and already given up for catching snachers which is a common crime on ringroad
722141554127691776,Thieves are more brave than @DelhiPolice in Delhi and they accept it openly.... Shame on you #DelhiPolice,0,,DelhiPolice,thieves are more brave than in delhi and they accept it openly shame on you
722153940004024321,I am mr IPC 498a ...hey...I want to end my life...dont get married in India @MinistryWCD @PMOIndia @narendramodi @DelhiPolice @aajtak @UN,0,,DelhiPolice,i am mr ipc 498a heyi want to end my lifedont get married in india
722154324722208768,Three dead  22 injured in a fire incident in Sunlight Colony area (near Ashram Chowk) in Delhi: DCP  South East  @DelhiPolice-ANI,0,,DelhiPolice,three dead 22 injured in a fire incident in sunlight colony area near ashram chowk in delhi dcp south east ani
722167244713799680,@sureshpprabhu  #Respected sir can we think about it in #future_plans #general_bogi  @RailMinIndia @manojsinhabjp https://t.co/MdCcPIoCqh,0,,RailMinIndia,sir can we think about it in
722224716425986052,@dtptraffic am not seeing any ground action taken  also about the Traffic Signals hiding behind lamp posts  many times no action as yet,1,LIGHT,dtptraffic,am not seeing any ground action taken also about the traffic signals hiding behind lamp posts many times no action as yet
